Difficulty,Probe,Front Server,Data File,RTT1,RTT2,RTT3,RTT4,RTT5,RTT6,RTT7,RTT8,RTT9,RTT10,RTT11,RTT12,RTT13,RTT14,RTT15,RTT16,RTT17,RTT18,RTT19,RTT20
Challenge-2,cdgeb-probe-07,cdgeb-server-17,cdgeb-file-11,0.263577,0.080202,0.083014,0.079761,0.08459,0.085345,0.084629,0.077377,0.080424,0.07853,0.079921,0.07893,0.084012,0.076936,0.078014,0.082377,0.082587,0.078455,0.082539,0.083807
Challenge-2,cdgeb-probe-12,cdgeb-server-16,cdgeb-file-16,1.314796,0.672169,0.67557,0.677018,0.680592,0.67454,0.672536,0.671336,0.676672,0.67458,0.670774,0.679407,0.677905,0.676216,0.680879,0.675888,0.674699,0.674083,0.68538,0.671775
Challenge-2,cdgeb-probe-08,cdgeb-server-08,cdgeb-file-11,0.871708,0.433228,0.429982,0.432647,0.42791,0.426992,0.430745,0.428946,0.427401,0.429331,0.430309,0.431948,0.430052,0.430473,0.429378,0.429567,0.428963,0.429212,0.430396,0.43148
Challenge-2,cdgeb-probe-13,cdgeb-server-06,cdgeb-file-15,1.198975,0.542142,0.541478,0.537442,0.540532,0.544919,0.538736,0.539816,0.53911,0.538258,0.54329,0.54135,0.542833,0.539872,0.544074,0.547484,0.538003,0.54109,0.590688,0.543911
Challenge-1,cdgeb-probe-13,cdgeb-server-16,cdgeb-file-05,0.882268,0.545292,0.551152,0.545958,0.552501,0.548102,0.546056,0.548203,0.545593,0.54464,0.546666,0.549597,0.54689,0.548479,0.547878,0.549361,0.551019,0.55334,0.545517,0.549733
Challenge-2,cdgeb-probe-09,cdgeb-server-10,cdgeb-file-11,0.635797,0.253684,0.207246,0.217092,0.211226,0.218896,0.207147,0.219852,0.218322,0.206585,0.207288,0.21022,0.205129,0.219779,0.205383,0.209497,0.221076,0.208684,0.209425,0.251805
Challenge-2,cdgeb-probe-09,cdgeb-server-05,cdgeb-file-10,1.231839,0.674822,0.675661,0.677146,0.682499,0.683683,0.678078,0.677044,0.687872,0.674875,0.685823,0.672357,0.676081,0.683138,0.671011,0.686615,0.674274,0.680417,0.672469,0.695436
Challenge-2,cdgeb-probe-09,cdgeb-server-10,cdgeb-file-12,0.990954,0.298486,0.312651,0.298409,0.310982,0.300566,0.307289,0.299082,0.300822,0.309283,0.309125,0.302822,0.30934,0.296328,0.313641,0.302111,0.310699,0.295163,0.306858,0.296093
Challenge-2,cdgeb-probe-11,cdgeb-server-01,cdgeb-file-07,0.488276,0.395229,0.394477,0.397425,0.393812,0.396077,0.394589,0.394793,0.394806,0.394666,0.393723,0.397095,0.39413,0.392352,0.394257,0.393348,0.393936,0.394943,0.393349,0.396037
Challenge-2,cdgeb-probe-07,cdgeb-server-06,cdgeb-file-15,1.096707,0.454856,0.455456,0.444472,0.441535,0.440114,0.443805,0.449453,0.441487,0.443917,0.441095,0.447131,0.447181,0.444136,0.441834,0.447372,0.442312,0.442888,0.447347,0.445455
Challenge-1,cdgeb-probe-08,cdgeb-server-04,cdgeb-file-01,0.51566,0.453786,0.456504,0.455285,0.452735,0.459918,0.45552,0.455796,0.458482,0.456525,0.453787,0.45475,0.453576,0.452443,0.454127,0.454551,0.455314,0.451326,0.480551,0.457778
Challenge-2,cdgeb-probe-09,cdgeb-server-17,cdgeb-file-11,0.517548,0.350197,0.354311,0.357154,0.348958,0.349692,0.348061,0.351624,0.345542,0.35005,0.356537,0.353959,0.351354,0.346646,0.340372,0.34711,0.350155,0.351123,0.346862,0.34988
Challenge-2,cdgeb-probe-04,cdgeb-server-07,cdgeb-file-17,0.742354,0.276409,0.277578,0.277762,0.2771,0.274814,0.275053,0.275675,0.278648,0.276906,0.279076,0.278193,0.275605,0.279851,0.275681,0.275872,0.277652,0.274948,0.275931,0.278275
Challenge-2,cdgeb-probe-10,cdgeb-server-07,cdgeb-file-12,0.574762,0.359337,0.359921,0.364769,0.360574,0.359385,0.360816,0.36447,0.363888,0.365889,0.363834,0.360536,0.359179,0.361129,0.364881,0.362964,0.367761,0.361872,0.360934,0.360462
Challenge-1,cdgeb-probe-08,cdgeb-server-15,cdgeb-file-03,1.059687,0.311573,0.317219,0.314849,0.316601,0.320757,0.306255,0.315054,0.31154,0.315603,0.316903,0.312805,0.321515,0.316384,0.313573,0.311621,0.312976,0.317673,0.314624,0.316725
Challenge-2,cdgeb-probe-13,cdgeb-server-17,cdgeb-file-17,1.546192,0.741423,0.740921,0.749189,0.748083,0.749477,0.750259,0.742145,0.749477,0.744518,0.74943,0.748904,0.748285,0.747647,0.75041,0.747181,0.745442,0.742099,0.747967,0.750059
Challenge-1,cdgeb-probe-11,cdgeb-server-10,cdgeb-file-05,1.146265,0.489747,0.500339,0.479755,0.492589,0.494988,0.497072,0.49067,0.480248,0.478252,0.486357,0.49019,0.49301,0.488495,0.49695,0.479915,0.499004,0.479172,0.481921,0.490572
Challenge-1,cdgeb-probe-11,cdgeb-server-04,cdgeb-file-05,0.664792,0.213244,0.217852,0.211845,0.220554,0.212297,0.214872,0.217595,0.213304,0.217738,0.214017,0.247579,0.213226,0.214742,0.212735,0.221313,0.217798,0.218071,0.218928,0.218411
Challenge-2,cdgeb-probe-14,cdgeb-server-10,cdgeb-file-15,0.959716,0.443628,0.443438,0.442194,0.431859,0.44498,0.442832,0.44702,0.445801,0.43289,0.453255,0.432738,0.44047,0.441076,0.444036,0.441699,0.447658,0.443406,0.440698,0.441247
Challenge-2,cdgeb-probe-07,cdgeb-server-08,cdgeb-file-07,0.748913,0.456824,0.439237,0.43498,0.443014,0.439079,0.440255,0.438337,0.436566,0.44021,0.436771,0.432903,0.44117,0.43856,0.438337,0.437408,0.437486,0.475707,0.436234,0.437726
Challenge-2,cdgeb-probe-01,cdgeb-server-07,cdgeb-file-15,1.664321,0.250957,0.253992,0.249246,0.251813,0.2518,0.254758,0.25377,0.25034,0.248745,0.250264,0.249272,0.253583,0.247242,0.248806,0.253496,0.247996,0.251829,0.251323,0.251081
Challenge-2,cdgeb-probe-04,cdgeb-server-12,cdgeb-file-16,1.464565,0.542174,0.545883,0.543147,0.539674,0.542206,0.544837,0.534366,0.542459,0.547286,0.538693,0.54251,0.542812,0.537889,0.537095,0.535325,0.550822,0.5338,0.535632,0.535651
Challenge-1,cdgeb-probe-06,cdgeb-server-06,cdgeb-file-02,0.669026,0.307721,0.309231,0.30917,0.316336,0.309758,0.31085,0.308923,0.308413,0.307029,0.305951,0.309862,0.307438,0.314752,0.305909,0.308345,0.310675,0.307062,0.30859,0.308903
Challenge-1,cdgeb-probe-02,cdgeb-server-03,cdgeb-file-05,0.829905,0.408745,0.406256,0.402562,0.400715,0.42713,0.405624,0.405519,0.403516,0.401399,0.4071,0.403575,0.401647,0.407269,0.406425,0.405647,0.40763,0.40567,0.400898,0.405158
Challenge-2,cdgeb-probe-10,cdgeb-server-01,cdgeb-file-12,0.594524,0.354771,0.352558,0.351994,0.350814,0.353615,0.352751,0.353556,0.35095,0.352329,0.352901,0.376696,0.351893,0.35461,0.352175,0.352633,0.350777,0.356358,0.353354,0.351214
Challenge-2,cdgeb-probe-13,cdgeb-server-09,cdgeb-file-15,0.835987,0.356293,0.358919,0.357022,0.358613,0.363792,0.360483,0.359209,0.362306,0.360649,0.356779,0.35982,0.362561,0.357336,0.359836,0.360579,0.361715,0.357594,0.357295,0.362956
Challenge-1,cdgeb-probe-12,cdgeb-server-12,cdgeb-file-02,1.267738,0.427905,0.452539,0.45628,0.425774,0.426763,0.42881,0.452464,0.456537,0.452586,0.45006,0.465127,0.425836,0.45333,0.458077,0.426022,0.452935,0.449352,0.450285,0.452508
Challenge-1,cdgeb-probe-10,cdgeb-server-11,cdgeb-file-01,0.625715,0.53112,0.533877,0.541176,0.553031,0.557013,0.558438,0.543288,0.533665,0.532237,0.56263,0.563682,0.540412,0.546115,0.559146,0.567192,0.557368,0.562605,0.561137,0.559863
Challenge-2,cdgeb-probe-09,cdgeb-server-06,cdgeb-file-09,1.238755,0.611449,0.613217,0.618506,0.622744,0.610867,0.610284,0.609241,0.612314,0.61837,0.61508,0.616088,0.61526,0.607565,0.619488,0.621415,0.606176,0.624336,0.610262,0.614242
Challenge-1,cdgeb-probe-09,cdgeb-server-14,cdgeb-file-04,0.42291,0.284427,0.281455,0.28427,0.280623,0.283355,0.282632,0.28207,0.281147,0.283216,0.278829,0.282959,0.289943,0.281801,0.279409,0.281372,0.278488,0.28229,0.277589,0.284109
Challenge-2,cdgeb-probe-06,cdgeb-server-01,cdgeb-file-12,0.527651,0.282439,0.279074,0.284937,0.278682,0.279262,0.278108,0.278835,0.278914,0.278175,0.29689,0.277663,0.280197,0.280092,0.279438,0.279354,0.277234,0.277105,0.279113,0.277584
Challenge-2,cdgeb-probe-03,cdgeb-server-08,cdgeb-file-14,0.97652,0.487738,0.520647,0.496889,0.504317,0.485208,0.482578,0.494466,0.492838,0.487363,0.485672,0.485619,0.494809,0.478188,0.492115,0.480395,0.494286,0.486363,0.483241,0.492167
Challenge-2,cdgeb-probe-02,cdgeb-server-11,cdgeb-file-07,0.978625,0.467362,0.463769,0.46928,0.470822,0.469437,0.469477,0.475025,0.470616,0.465256,0.465128,0.46717,0.464155,0.464758,0.464095,0.470479,0.465788,0.472673,0.472924,0.469478
Challenge-1,cdgeb-probe-07,cdgeb-server-04,cdgeb-file-05,1.091586,0.637934,0.63856,0.637311,0.637131,0.637107,0.633554,0.63536,0.635843,0.633849,0.637087,0.636384,0.634933,0.639516,0.650394,0.647136,0.63749,0.639481,0.636243,0.637353
Challenge-1,cdgeb-probe-11,cdgeb-server-09,cdgeb-file-02,0.912163,0.427275,0.430476,0.422882,0.42094,0.419425,0.419967,0.424487,0.424031,0.422328,0.424537,0.424325,0.425966,0.422558,0.424071,0.419773,0.427584,0.426311,0.424632,0.423723
Challenge-2,cdgeb-probe-03,cdgeb-server-12,cdgeb-file-09,1.291688,0.7631,0.762468,0.744661,0.755289,0.754263,0.740779,0.765264,0.747958,0.751465,0.753589,0.745673,0.749003,0.756299,0.760278,0.760847,0.765598,0.766903,0.746753,0.759403
Challenge-1,cdgeb-probe-05,cdgeb-server-06,cdgeb-file-01,0.803692,0.315037,0.3138,0.309492,0.311239,0.31288,0.31455,0.312241,0.307676,0.306775,0.311416,0.342736,0.314684,0.314427,0.314641,0.314086,0.313683,0.315467,0.311363,0.308905
Challenge-2,cdgeb-probe-06,cdgeb-server-07,cdgeb-file-17,0.83805,0.370234,0.374398,0.371665,0.372077,0.373499,0.372863,0.373064,0.373234,0.372814,0.373303,0.372445,0.371161,0.372863,0.371021,0.368061,0.372124,0.373013,0.389734,0.372494
Challenge-1,cdgeb-probe-03,cdgeb-server-10,cdgeb-file-04,1.258363,0.790767,0.787349,0.795985,0.800064,0.79432,0.797448,0.830431,0.8027,0.798724,0.794618,0.791485,0.790822,0.786062,0.795739,0.794403,0.802727,0.798872,0.80101,0.806026
Challenge-1,cdgeb-probe-14,cdgeb-server-07,cdgeb-file-05,0.400545,0.34254,0.348452,0.34188,0.351495,0.344288,0.343512,0.36447,0.346401,0.343867,0.348312,0.346389,0.34936,0.425503,0.345188,0.341164,0.345198,0.344183,0.34463,0.346512
Challenge-2,cdgeb-probe-03,cdgeb-server-16,cdgeb-file-06,1.035947,0.546396,0.543081,0.54465,0.543474,0.54426,0.548731,0.546046,0.545888,0.543205,0.548386,0.54969,0.546676,0.543806,0.543631,0.544034,0.546385,0.54409,0.546723,0.543545
Challenge-2,cdgeb-probe-02,cdgeb-server-04,cdgeb-file-10,1.196308,0.510205,0.509493,0.508977,0.508098,0.50789,0.508272,0.507265,0.509369,0.50556,0.509437,0.508216,0.510071,0.510974,0.510304,0.508512,0.50742,0.54175,0.508058,0.508856
Challenge-2,cdgeb-probe-14,cdgeb-server-06,cdgeb-file-12,0.653371,0.416868,0.415636,0.425277,0.417049,0.418569,0.425735,0.422521,0.417071,0.418011,0.419749,0.419926,0.419721,0.423154,0.418275,0.417183,0.423321,0.41738,0.418621,0.423037
Challenge-2,cdgeb-probe-01,cdgeb-server-14,cdgeb-file-14,0.38218,0.202537,0.20839,0.206888,0.210469,0.207413,0.205283,0.208447,0.206804,0.208127,0.202528,0.205604,0.20527,0.204453,0.20659,0.206267,0.219787,0.20691,0.205217,0.204842
Challenge-2,cdgeb-probe-14,cdgeb-server-12,cdgeb-file-10,1.094067,0.311825,0.334874,0.305852,0.307145,0.300626,0.319921,0.318537,0.302505,0.316982,0.304873,0.305528,0.308055,0.314921,0.319158,0.311757,0.317286,0.307864,0.313104,0.315637
Challenge-2,cdgeb-probe-05,cdgeb-server-06,cdgeb-file-11,0.502647,0.235282,0.235901,0.235073,0.236331,0.237664,0.24026,0.236091,0.239799,0.237426,0.236923,0.235313,0.236092,0.236539,0.236995,0.237365,0.236625,0.234437,0.235647,0.236847
Challenge-2,cdgeb-probe-12,cdgeb-server-10,cdgeb-file-08,1.023805,0.399265,0.398447,0.396624,0.38818,0.399858,0.391267,0.398414,0.393454,0.393243,0.400088,0.391498,0.38392,0.396624,0.384166,0.398172,0.392763,0.38384,0.398259,0.399573
Challenge-1,cdgeb-probe-14,cdgeb-server-13,cdgeb-file-03,0.875561,0.389585,0.389297,0.38676,0.38783,0.385335,0.385146,0.387178,0.385779,0.386935,0.383511,0.384744,0.382353,0.386423,0.391469,0.384049,0.381587,0.381596,0.381992,0.387461
Challenge-2,cdgeb-probe-03,cdgeb-server-13,cdgeb-file-16,1.929246,0.928289,0.922557,0.920871,0.928322,0.922953,0.912313,0.922375,0.928566,0.930696,0.922569,0.937419,0.931165,0.918071,0.92384,0.924182,0.943823,0.92599,0.925541,0.92101
Challenge-2,cdgeb-probe-01,cdgeb-server-06,cdgeb-file-09,1.625288,0.205483,0.203949,0.206527,0.20426,0.204746,0.205692,0.20401,0.205205,0.204704,0.203644,0.203547,0.20526,0.204271,0.203487,0.204736,0.203923,0.206146,0.22116,0.206349
Challenge-2,cdgeb-probe-09,cdgeb-server-14,cdgeb-file-15,1.304136,0.508552,0.503215,0.504882,0.505319,0.502818,0.508817,0.505883,0.506194,0.50492,0.50787,0.505218,0.509877,0.510442,0.505004,0.503822,0.501726,0.503751,0.505449,0.504097
Challenge-2,cdgeb-probe-14,cdgeb-server-01,cdgeb-file-07,0.456963,0.352923,0.35368,0.354834,0.358073,0.353911,0.358069,0.358338,0.355544,0.363447,0.357064,0.355469,0.353325,0.356979,0.361038,0.357142,0.359027,0.353731,0.357778,0.357051
Challenge-2,cdgeb-probe-09,cdgeb-server-02,cdgeb-file-13,1.014699,0.445868,0.45918,0.448557,0.448391,0.449086,0.446698,0.446527,0.457275,0.453578,0.452165,0.450531,0.448717,0.449191,0.450413,0.456675,0.447438,0.451006,0.44622,0.456524
Challenge-2,cdgeb-probe-02,cdgeb-server-12,cdgeb-file-09,1.068307,0.519845,0.520512,0.518106,0.522043,0.519969,0.517934,0.519455,0.521653,0.517905,0.523287,0.520065,0.522203,0.517889,0.522402,0.51827,0.520594,0.518542,0.519291,0.522158
Challenge-2,cdgeb-probe-11,cdgeb-server-01,cdgeb-file-17,1.035444,0.531101,0.527897,0.529398,0.526587,0.527546,0.528955,0.530162,0.527196,0.529651,0.531047,0.530296,0.529251,0.529271,0.531358,0.541325,0.534363,0.533701,0.543171,0.534463
Challenge-2,cdgeb-probe-11,cdgeb-server-14,cdgeb-file-13,1.165295,0.624825,0.625525,0.632649,0.632961,0.622025,0.629808,0.629187,0.638401,0.622145,0.633841,0.627269,0.623965,0.641006,0.636311,0.630891,0.626988,0.630175,0.634648,0.629836
Challenge-2,cdgeb-probe-11,cdgeb-server-17,cdgeb-file-11,0.744421,0.558426,0.560291,0.555409,0.564456,0.560427,0.563098,0.560483,0.563645,0.551041,0.552616,0.558613,0.564285,0.553869,0.558765,0.566561,0.56515,0.554512,0.558873,0.557771
Challenge-2,cdgeb-probe-10,cdgeb-server-09,cdgeb-file-11,0.988303,0.575848,0.568685,0.574401,0.571135,0.570888,0.571908,0.572468,0.570094,0.571274,0.578649,0.577295,0.575998,0.571462,0.570748,0.572975,0.577303,0.577022,0.573231,0.57163
Challenge-1,cdgeb-probe-07,cdgeb-server-09,cdgeb-file-02,0.993527,0.520388,0.525116,0.521538,0.517947,0.523137,0.524619,0.519643,0.514816,0.519233,0.516437,0.521559,0.529559,0.526323,0.522135,0.524813,0.517744,0.519496,0.520401,0.522896
Challenge-2,cdgeb-probe-07,cdgeb-server-14,cdgeb-file-13,0.775236,0.229632,0.231078,0.228786,0.22968,0.229514,0.232133,0.227767,0.231328,0.229308,0.228575,0.233036,0.232975,0.23181,0.226777,0.230326,0.232504,0.228535,0.229721,0.248723
Challenge-2,cdgeb-probe-10,cdgeb-server-13,cdgeb-file-16,1.959113,0.927897,0.918513,0.925244,0.929815,0.932211,0.940556,0.919369,0.918117,0.927546,0.935709,0.918444,0.921094,0.945937,0.918744,0.94601,0.925921,0.927659,0.928113,0.921268
Challenge-2,cdgeb-probe-10,cdgeb-server-09,cdgeb-file-16,1.216509,0.666157,0.630749,0.63278,0.633383,0.63021,0.629693,0.63117,0.631171,0.626616,0.696184,0.687979,0.63164,0.627145,0.629807,0.634951,0.634036,0.63483,0.631536,0.629165
Challenge-2,cdgeb-probe-12,cdgeb-server-09,cdgeb-file-16,1.055276,0.484753,0.483884,0.481139,0.483173,0.479966,0.48562,0.474648,0.482653,0.480034,0.47836,0.47751,0.489004,0.482882,0.478011,0.483888,0.489639,0.477061,0.481107,0.47936
Challenge-2,cdgeb-probe-14,cdgeb-server-02,cdgeb-file-13,1.219448,0.640026,0.641616,0.63456,0.640193,0.64113,0.652366,0.639783,0.6373,0.639483,0.641346,0.639948,0.641848,0.636747,0.640764,0.640276,0.645108,0.641522,0.682268,0.644447
Challenge-2,cdgeb-probe-02,cdgeb-server-05,cdgeb-file-07,1.333485,0.639573,0.64427,0.642267,0.645411,0.644897,0.642497,0.637522,0.639162,0.639273,0.643242,0.636764,0.638463,0.657963,0.641718,0.643272,0.64417,0.634163,0.64088,0.642104
Challenge-1,cdgeb-probe-13,cdgeb-server-12,cdgeb-file-04,1.233743,0.354653,0.354528,0.354302,0.355922,0.354257,0.356425,0.355557,0.35546,0.354991,0.354627,0.353488,0.356827,0.354583,0.360369,0.359663,0.354075,0.355162,0.357807,0.357403
Challenge-2,cdgeb-probe-11,cdgeb-server-10,cdgeb-file-11,0.834352,0.401092,0.409863,0.404326,0.413017,0.417989,0.409086,0.409906,0.405293,0.414987,0.410263,0.401548,0.408109,0.409603,0.414493,0.407949,0.416574,0.41242,0.42233,0.400228
Challenge-1,cdgeb-probe-07,cdgeb-server-14,cdgeb-file-02,0.145461,0.07515,0.078933,0.079427,0.078096,0.074629,0.073922,0.071966,0.075882,0.075992,0.076947,0.073909,0.075171,0.076524,0.075951,0.077341,0.076108,0.075609,0.078616,0.076991
Challenge-2,cdgeb-probe-05,cdgeb-server-10,cdgeb-file-17,1.071432,0.585053,0.591844,0.585567,0.603492,0.584176,0.606668,0.596203,0.597307,0.60384,0.596279,0.588628,0.590382,0.587885,0.584848,0.587853,0.597514,0.588807,0.596076,0.586999
Challenge-2,cdgeb-probe-06,cdgeb-server-06,cdgeb-file-15,1.065387,0.415692,0.418294,0.417628,0.41576,0.418211,0.416256,0.419017,0.420105,0.416356,0.417121,0.417844,0.417961,0.416021,0.445429,0.420102,0.416358,0.41901,0.418006,0.445011
Challenge-1,cdgeb-probe-13,cdgeb-server-09,cdgeb-file-02,0.842864,0.361085,0.359902,0.362319,0.359765,0.359827,0.352505,0.364148,0.365507,0.360551,0.369166,0.361034,0.361394,0.355465,0.36255,0.365802,0.362832,0.360969,0.362751,0.359468
Challenge-2,cdgeb-probe-07,cdgeb-server-17,cdgeb-file-06,0.783707,0.22063,0.211362,0.21223,0.211153,0.211854,0.230931,0.213143,0.208499,0.21391,0.209035,0.209857,0.208119,0.210102,0.208447,0.222518,0.211169,0.211544,0.209345,0.208577
Challenge-2,cdgeb-probe-13,cdgeb-server-12,cdgeb-file-13,0.538598,0.179665,0.17982,0.177989,0.181464,0.180357,0.177569,0.180621,0.181592,0.179844,0.182791,0.180149,0.178608,0.178513,0.179571,0.181525,0.180416,0.199509,0.180099,0.182533
Challenge-2,cdgeb-probe-02,cdgeb-server-16,cdgeb-file-06,0.815754,0.33453,0.336945,0.336049,0.338708,0.334342,0.338696,0.33721,0.337406,0.33968,0.33634,0.340956,0.335552,0.336843,0.335316,0.335845,0.337386,0.33704,0.336,0.336124
Challenge-2,cdgeb-probe-13,cdgeb-server-06,cdgeb-file-13,1.235071,0.552124,0.552562,0.552914,0.551773,0.553113,0.554197,0.553498,0.552341,0.552095,0.550674,0.553725,0.551299,0.552759,0.554041,0.554872,0.551516,0.548925,0.551928,0.553151
Challenge-2,cdgeb-probe-12,cdgeb-server-07,cdgeb-file-15,1.214407,0.592095,0.595157,0.595429,0.593273,0.595237,0.596753,0.594096,0.59726,0.595689,0.594784,0.591856,0.593822,0.595623,0.590836,0.595876,0.594164,0.594896,0.592774,0.597196
Challenge-2,cdgeb-probe-11,cdgeb-server-15,cdgeb-file-09,1.041222,0.618196,0.613923,0.616716,0.610497,0.602757,0.611091,0.616652,0.604337,0.611352,0.616909,0.603422,0.608282,0.625239,0.605444,0.610207,0.615104,0.610658,0.615126,0.60478
Challenge-2,cdgeb-probe-07,cdgeb-server-11,cdgeb-file-10,1.443768,0.738218,0.740489,0.737014,0.748445,0.735894,0.736009,0.732979,0.738355,0.736506,0.73712,0.733788,0.739659,0.735617,0.737054,0.740923,0.73332,0.737921,0.736627,0.740038
Challenge-1,cdgeb-probe-10,cdgeb-server-10,cdgeb-file-04,0.804604,0.339673,0.340771,0.361373,0.338766,0.33995,0.340301,0.359516,0.33471,0.344022,0.340141,0.350106,0.356149,0.340962,0.342343,0.342637,0.35196,0.356808,0.339695,0.340828
Challenge-2,cdgeb-probe-07,cdgeb-server-16,cdgeb-file-06,0.71603,0.233294,0.234442,0.234257,0.230989,0.233652,0.235466,0.233822,0.233149,0.231855,0.233076,0.235596,0.234318,0.23488,0.234703,0.235789,0.235896,0.233597,0.23441,0.232771
Challenge-1,cdgeb-probe-01,cdgeb-server-17,cdgeb-file-01,2.269322,0.473193,0.47107,0.473419,0.476139,0.470616,0.474602,0.476481,0.494205,0.475126,0.47528,0.476242,0.470581,0.473366,0.480408,0.469952,0.481554,0.476428,0.472758,0.471469
Challenge-2,cdgeb-probe-04,cdgeb-server-10,cdgeb-file-11,0.980181,0.568081,0.553486,0.55937,0.578978,0.556295,0.569384,0.566149,0.556046,0.564748,0.554001,0.565107,0.574616,0.558007,0.57057,0.554888,0.567986,0.564851,0.571291,0.564689
Challenge-2,cdgeb-probe-01,cdgeb-server-02,cdgeb-file-17,2.00833,0.388504,0.386281,0.394763,0.388202,0.389824,0.387696,0.382457,0.385535,0.38705,0.38492,0.387247,0.387365,0.388548,0.386759,0.386364,0.387963,0.390049,0.388474,0.388005
Challenge-2,cdgeb-probe-06,cdgeb-server-02,cdgeb-file-17,0.983183,0.286408,0.311264,0.287331,0.287053,0.290735,0.291342,0.292509,0.287517,0.290617,0.286698,0.287992,0.286866,0.290868,0.282689,0.294195,0.293201,0.286235,0.287795,0.290263
Challenge-1,cdgeb-probe-09,cdgeb-server-13,cdgeb-file-03,1.231434,0.745985,0.756838,0.762701,0.76195,0.745996,0.749713,0.761672,0.742177,0.758262,0.756218,0.750966,0.759209,0.746581,0.743562,0.747303,0.758148,0.741985,0.744519,0.756861
Challenge-2,cdgeb-probe-03,cdgeb-server-07,cdgeb-file-12,0.527899,0.315818,0.314385,0.313045,0.313765,0.314569,0.314444,0.313852,0.315967,0.313323,0.314986,0.31385,0.314633,0.311482,0.31412,0.313986,0.31329,0.314152,0.31413,0.31361
Challenge-1,cdgeb-probe-08,cdgeb-server-15,cdgeb-file-02,0.255894,0.106187,0.107967,0.10964,0.111865,0.111949,0.114271,0.115482,0.120211,0.110838,0.113979,0.102762,0.117213,0.108356,0.127804,0.109826,0.114661,0.112211,0.107382,0.113958
Challenge-2,cdgeb-probe-09,cdgeb-server-12,cdgeb-file-11,1.542558,0.781939,0.780712,0.788435,0.785622,0.799475,0.789821,0.793564,0.79037,0.799616,0.783038,0.782484,0.799627,0.792562,0.798671,0.793817,0.804452,0.791516,0.801969,0.78121
Challenge-2,cdgeb-probe-14,cdgeb-server-03,cdgeb-file-07,1.124877,0.691656,0.693596,0.693625,0.694623,0.687398,0.700351,0.695036,0.687215,0.709345,0.694409,0.685228,0.693408,0.693104,0.692008,0.691275,0.694743,0.692364,0.702497,0.694077
Challenge-2,cdgeb-probe-11,cdgeb-server-08,cdgeb-file-13,1.067344,0.470575,0.472245,0.473957,0.470674,0.470467,0.47081,0.469614,0.470941,0.469823,0.472293,0.47103,0.469971,0.469656,0.470186,0.470027,0.469933,0.469416,0.474148,0.470769
Challenge-1,cdgeb-probe-02,cdgeb-server-11,cdgeb-file-03,0.486879,0.338131,0.342682,0.338809,0.345304,0.337119,0.339096,0.338992,0.343922,0.342757,0.340243,0.34445,0.344892,0.339011,0.33832,0.343029,0.34007,0.342145,0.337423,0.350752
Challenge-2,cdgeb-probe-05,cdgeb-server-13,cdgeb-file-17,0.829383,0.421139,0.420908,0.419277,0.420938,0.418446,0.416808,0.420451,0.421281,0.421818,0.41882,0.418432,0.419253,0.419863,0.420703,0.419248,0.420473,0.419637,0.417991,0.417922
Challenge-2,cdgeb-probe-13,cdgeb-server-02,cdgeb-file-11,0.55355,0.456179,0.45733,0.453495,0.456728,0.455952,0.458432,0.454959,0.455475,0.45653,0.457626,0.456085,0.458112,0.456843,0.459467,0.456255,0.457985,0.456524,0.457081,0.455893
Challenge-1,cdgeb-probe-10,cdgeb-server-06,cdgeb-file-03,1.060797,0.479941,0.480242,0.482217,0.479823,0.479515,0.482195,0.478542,0.483047,0.477042,0.483219,0.482329,0.477316,0.482991,0.479041,0.478413,0.480992,0.479851,0.479695,0.481894
Challenge-2,cdgeb-probe-03,cdgeb-server-02,cdgeb-file-12,0.967248,0.52586,0.526342,0.524125,0.525191,0.522974,0.523892,0.522626,0.522638,0.52435,0.521868,0.52338,0.525308,0.524449,0.524417,0.524066,0.524972,0.564034,0.522832,0.525077
Challenge-2,cdgeb-probe-07,cdgeb-server-01,cdgeb-file-12,0.523898,0.284646,0.286555,0.286349,0.280236,0.282058,0.278986,0.283493,0.282405,0.284775,0.28195,0.281038,0.280285,0.281056,0.287555,0.283787,0.280831,0.279855,0.282544,0.283726
Challenge-2,cdgeb-probe-08,cdgeb-server-17,cdgeb-file-06,0.871544,0.291302,0.296286,0.295581,0.295144,0.285958,0.306136,0.290597,0.289235,0.291281,0.288721,0.291677,0.29649,0.291585,0.291487,0.291259,0.291085,0.290695,0.285151,0.29806
Challenge-2,cdgeb-probe-06,cdgeb-server-16,cdgeb-file-16,0.909112,0.258788,0.266664,0.266881,0.266567,0.256804,0.258395,0.267067,0.261558,0.259203,0.267562,0.262437,0.267214,0.260601,0.267482,0.267711,0.267814,0.266302,0.257566,0.266304
Challenge-2,cdgeb-probe-01,cdgeb-server-14,cdgeb-file-15,2.27893,0.443439,0.444489,0.44042,0.441757,0.445246,0.44613,0.445355,0.439876,0.441333,0.441733,0.449458,0.443227,0.444811,0.441035,0.441052,0.441131,0.441609,0.439122,0.441021
Challenge-1,cdgeb-probe-01,cdgeb-server-15,cdgeb-file-03,2.12828,0.422053,0.418929,0.418109,0.420459,0.422142,0.414166,0.420697,0.418766,0.429102,0.414955,0.417526,0.421293,0.421651,0.421577,0.416858,0.418672,0.421264,0.419752,0.432777
